preprocessed_path,features_path,preprocessed_name,meta_key,species,file,url,local_path,RN,CU,NC,SR,CS,PL,SC,GS,GA,OD,NT,DA,NA,GC,SH,AU,LO,RG,ST,file_no_ext,meta_source_dir,GB,HY,RC,OS,OT,BH,ID,AG,IA,IP,AP,DA_parsed,GA_first,RG_first,group,split
preprocessed\Spinner_Dolphin\7100300T_chunk0.npy,features\Spinner_Dolphin\7100300T_chunk0.npz,7100300T_chunk0,7100300T,Spinner Dolphin,7100300T.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/7100300T.wav,dataset\Spinner_Dolphin\7100300T.wav,7100300T,888 B23.7  21.48,41D,81920,1.891,Pemtek/ Kay,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,"BD15L   Good grunts, squeals, and pulsed clicks.",28-Feb-1992,5  BD15L,,SM,WAW,"CD #9, 10 | Shiv","Ithaco 602M108 hydrophones, Ithaco  450 amplifiers | WHOI/PEMTEK tape recorders",BLBD15L | BSBD15L | PUBD15L | Grunts  BD15L | Pulsed clicks  BD15L,7100300T,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,1992-02-28,ISEBD15L,"Ithaco 602M108 hydrophones, Ithaco  450 amplifiers | WHOI/PEMTEK tape recorders","ISEBD15L_Ithaco 602M108 hydrophones, Ithaco  450 amplifiers | WHOI/PEMTEK tape recorders",train
preprocessed\Spinner_Dolphin\7100300U_chunk0.npy,features\Spinner_Dolphin\7100300U_chunk0.npz,7100300U_chunk0,7100300U,Spinner Dolphin,7100300U.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/7100300U.wav,dataset\Spinner_Dolphin\7100300U.wav,7100300U,915 B23.7  0.009,41D,81920,1.891,Pemtek/ Kay,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   Good whistles (6) and pulsed clicks.,28-Feb-1992,5  BD15L,,SM,WAW,"CD #9, 10 | Shiv",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK tape recorders,BLBD15L | BSBD15L | FMBD15L | PUBD15L | Whistles  BD15L | Pulsed clicks  BD15L,7100300U,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,1992-02-28,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK tape recorders,train
preprocessed\Spinner_Dolphin\7100300V_chunk0.npy,features\Spinner_Dolphin\7100300V_chunk0.npz,7100300V_chunk0,7100300V,Spinner Dolphin,7100300V.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/7100300V.wav,dataset\Spinner_Dolphin\7100300V.wav,7100300V,915 B23.7  15.28,41D,81920,1.891,Pemtek/ Kay,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   Good whistles (2) and pulsed clicks.,28-Feb-1992,5  BD15L,,SM,WAW,"CD #9, 10 | Shiv",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK tape recorders,BLBD15L | BSBD15L | FMBD15L | PUBD15L | Whistles  BD15L | Clicks  BD15L,7100300V,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,1992-02-28,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK tape recorders,train
preprocessed\Spinner_Dolphin\7100300W_chunk0.npy,features\Spinner_Dolphin\7100300W_chunk0.npz,7100300W_chunk0,7100300W,Spinner Dolphin,7100300W.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/7100300W.wav,dataset\Spinner_Dolphin\7100300W.wav,7100300W,915 B23.7  17.14,41D,81920,1.891,Pemtek/ Kay,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L 1971BD15L,BD15L   Good whistle (1 long modulated) and clicks.,28-Feb-1992,5  BD15L,,SM,WAW,"CD #9, 10 | Shiv","Ithaco  602M108 hydrophones | Ithaco 450 amplifiers, WHOI/PEMTEK tape recorders",FMBD15L | BSBD15L | Whistle  BD15L | Clicks  BD15L,7100300W,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,1992-02-28,ISEBD15L,"Ithaco  602M108 hydrophones | Ithaco 450 amplifiers, WHOI/PEMTEK tape recorders","ISEBD15L_Ithaco  602M108 hydrophones | Ithaco 450 amplifiers, WHOI/PEMTEK tape recorders",train
preprocessed\Spinner_Dolphin\71004004_chunk0.npy,features\Spinner_Dolphin\71004004_chunk0.npz,71004004_chunk0,71004004,Spinner Dolphin,71004004.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/71004004.wav,dataset\Spinner_Dolphin\71004004.wav,71004004,0  B24:59.904  3:19.506,31C,80000,1.632,Crown-4CH/FD H38,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   N19 30'  W156   Whistles; clicks.,9-Mar-1994,3  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | BSBD15L | Whistles  BD15L | Clicks  BD15L,71004004,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,1994-03-09,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
preprocessed\Spinner_Dolphin\71004009_chunk0.npy,features\Spinner_Dolphin\71004009_chunk0.npz,71004009_chunk0,71004009,Spinner Dolphin,71004009.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/71004009.wav,dataset\Spinner_Dolphin\71004009.wav,71004009,0  B24:59.904  6:04.661,31C,80000,1.462,Crown-4CH/FD H38,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   N19 30'  W156   Whistles; clicks.,9-Mar-1994,2  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | BSBD15L | Whistles  BD15L | Clicks  BD15L,71004009,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,1994-03-09,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
preprocessed\Spinner_Dolphin\71004015_chunk0.npy,features\Spinner_Dolphin\71004015_chunk0.npz,71004015_chunk0,71004015,Spinner Dolphin,71004015.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/71004015.wav,dataset\Spinner_Dolphin\71004015.wav,71004015,0  B24:59.904  20:52.536,31C,80000,1.084,Crown-4CH/FD H38,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   N19 30'  W156   Whistles; clicks.,9-Mar-1994,2  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | BSBD15L | Whistles  BD15L | Clicks  BD15L,71004015,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,1994-03-09,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
preprocessed\Spinner_Dolphin\71004017_chunk0.npy,features\Spinner_Dolphin\71004017_chunk0.npz,71004017_chunk0,71004017,Spinner Dolphin,71004017.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/71004017.wav,dataset\Spinner_Dolphin\71004017.wav,71004017,0  B24:59.904  5:49.153,31C,80000,1.455,Crown-4CH/FD H38,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   N19 30'  W156   Whistles; clicks. Cut made from RN71004005 and cropped for analysis in Accustat.,10-Jun-2002,4  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv | Ready for Accustat CD",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | BSBD15L | Whistles  BD15L | Clicks  BD15L,71004017,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,2002-06-10,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
preprocessed\Spinner_Dolphin\71004018_chunk0.npy,features\Spinner_Dolphin\71004018_chunk0.npz,71004018_chunk0,71004018,Spinner Dolphin,71004018.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/71004018.wav,dataset\Spinner_Dolphin\71004018.wav,71004018,0  B24:59.904  5:49.153,31C,80000,1.698,Crown-4CH/FD H38,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   N19 30'  W156   Whistles; clicks. Cut made from RN71004005 and cropped for analysis in Accustat.,10-Jun-2002,4  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv | Ready for Accustat CD",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | BSBD15L | Whistles  BD15L | Clicks  BD15L,71004018,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,2002-06-10,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
preprocessed\Spinner_Dolphin\71004019_chunk0.npy,features\Spinner_Dolphin\71004019_chunk0.npz,71004019_chunk0,71004019,Spinner Dolphin,71004019.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/71004019.wav,dataset\Spinner_Dolphin\71004019.wav,71004019,0  B24:59.904  5:52.393,31C,80000,1.616,Crown-4CH/FD H38,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   N19 30'  W156   Whistles; clicks; pulsed bursts. Cut made from RN71004006 and cropped for analysis in Accustat.,10-Jun-2002,5  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv | Ready for Accustat CD",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | BSBD15L | PUBD15L | Whistles  BD15L | Clicks  BD15L | Pulsed bursts  BD15L,71004019,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,2002-06-10,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
preprocessed\Spinner_Dolphin\7100401A_chunk0.npy,features\Spinner_Dolphin\7100401A_chunk0.npz,7100401A_chunk0,7100401A,Spinner Dolphin,7100401A.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/7100401A.wav,dataset\Spinner_Dolphin\7100401A.wav,7100401A,0  B24:59.904  5:52.393,31C,80000,1.344,Crown-4CH/FD H38,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   N19 30'  W156   Whistles; clicks; pulsed bursts. Cut made from RN71004006 and cropped for analysis in Accustat.,10-Jun-2002,5  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv | Ready for Accustat CD",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | BSBD15L | PUBD15L | Whistles  BD15L | Clicks  BD15L | Pulsed bursts  BD15L,7100401A,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,2002-06-10,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
preprocessed\Spinner_Dolphin\7100401B_chunk0.npy,features\Spinner_Dolphin\7100401B_chunk0.npz,7100401B_chunk0,7100401B,Spinner Dolphin,7100401B.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/7100401B.wav,dataset\Spinner_Dolphin\7100401B.wav,7100401B,0  B24:59.904  5:56.605,31C,80000,1.413,Crown-4CH/FD H38,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   N19 30'  W156   Whistles; clicks. Cut made from RN71004007 and cropped for analysis in Accustat.,10-Jun-2002,4  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv | Ready for Accustat CD",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | BSBD15L | Whistles  BD15L | Clicks  BD15L,7100401B,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,2002-06-10,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
preprocessed\Spinner_Dolphin\7100401C_chunk0.npy,features\Spinner_Dolphin\7100401C_chunk0.npz,7100401C_chunk0,7100401C,Spinner Dolphin,7100401C.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/7100401C.wav,dataset\Spinner_Dolphin\7100401C.wav,7100401C,0  B24:59.904  5:56.605,31C,80000,1.544,Crown-4CH/FD H38,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   N19 30'  W156   Whistles; clicks. Cut made from RN71004007 and cropped for analysis in Accustat.,10-Jun-2002,4  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv | Ready for Accustat CD",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | BSBD15L | Whistles  BD15L | Clicks  BD15L,7100401C,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,2002-06-10,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
preprocessed\Spinner_Dolphin\7100401D_chunk0.npy,features\Spinner_Dolphin\7100401D_chunk0.npz,7100401D_chunk0,7100401D,Spinner Dolphin,7100401D.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/7100401D.wav,dataset\Spinner_Dolphin\7100401D.wav,7100401D,0  B24:59.904  6:00.358,31C,80000,1.647,Crown-4CH/FD H38,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   N19 30'  W156   Whistles; clicks. Cut made from RN71004008 and cropped for analysis in Accustat.,10-Jun-2002,3  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv | Ready for Accustat CD",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | BSBD15L | Whistles  BD15L | Clicks  BD15L,7100401D,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,2002-06-10,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
preprocessed\Spinner_Dolphin\7100401E_chunk0.npy,features\Spinner_Dolphin\7100401E_chunk0.npz,7100401E_chunk0,7100401E,Spinner Dolphin,7100401E.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/7100401E.wav,dataset\Spinner_Dolphin\7100401E.wav,7100401E,0  B24:59.904  11:11.849,31C,80000,1.07,Crown-4CH/FD H38,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   N19 30'  W156   Whistles; clicks. Cut made from RN7100400i and cropped for analysis in Accustat.,10-Jun-2002,6  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv | Ready for Accustat CD",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | BSBD15L | Whistles  BD15L | Clicks  BD15L,7100401E,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,2002-06-10,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
preprocessed\Spinner_Dolphin\7100401F_chunk0.npy,features\Spinner_Dolphin\7100401F_chunk0.npz,7100401F_chunk0,7100401F,Spinner Dolphin,7100401F.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/7100401F.wav,dataset\Spinner_Dolphin\7100401F.wav,7100401F,0  B24:59.904  11:15.313,31C,80000,1.032,Crown-4CH/FD H38,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   N19 30'  W156   Whistles; clicks. Cut made from RN7100400j and cropped for analysis in Accustat.,10-Jun-2002,6  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv | Ready for Accustat CD",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | BSBD15L | Whistles  BD15L | Clicks  BD15L,7100401F,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,2002-06-10,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
preprocessed\Spinner_Dolphin\7100401G_chunk0.npy,features\Spinner_Dolphin\7100401G_chunk0.npz,7100401G_chunk0,7100401G,Spinner Dolphin,7100401G.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/7100401G.wav,dataset\Spinner_Dolphin\7100401G.wav,7100401G,0  B24:59.904  11:32.248,31C,80000,1.044,Crown-4CH/FD H38,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   N19 30'  W156   Whistles; clicks. Cut made from RN7100400L and cropped for analysis in Accustat.,10-Jun-2002,6  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv | Ready for Accustat CD",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | BSBD15L | Whistles  BD15L | Clicks  BD15L,7100401G,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,2002-06-10,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
preprocessed\Spinner_Dolphin\7100401H_chunk0.npy,features\Spinner_Dolphin\7100401H_chunk0.npz,7100401H_chunk0,7100401H,Spinner Dolphin,7100401H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/7100401H.wav,dataset\Spinner_Dolphin\7100401H.wav,7100401H,0  B24:59.904  15:04.241,31C,80000,1.347,Crown-4CH/FD H38,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   N19 30'  W156   Whistles; clicks. Cut made from RN7100400y and cropped for analysis in Accustat.,10-Jun-2002,4  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv | Ready for Accustat CD",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | BSBD15L | Whistles  BD15L | Clicks  BD15L,7100401H,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,2002-06-10,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
preprocessed\Spinner_Dolphin\7100401I_chunk0.npy,features\Spinner_Dolphin\7100401I_chunk0.npz,7100401I_chunk0,7100401I,Spinner Dolphin,7100401I.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/7100401I.wav,dataset\Spinner_Dolphin\7100401I.wav,7100401I,0  B24:59.904  15:04.241,31C,80000,1.56,Crown-4CH/FD H38,OTF,Stenella longirostris  BD15L,ISEBD15L,9-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   N19 30'  W156   Whistles; clicks. Cut made from RN7100400y and cropped for analysis in Accustat.,10-Jun-2002,4  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv | Ready for Accustat CD",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | BSBD15L | Whistles  BD15L | Clicks  BD15L,7100401I,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,2002-06-10,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
preprocessed\Spinner_Dolphin\7100700C_chunk0.npy,features\Spinner_Dolphin\7100700C_chunk0.npz,7100700C_chunk0,7100700C,Spinner Dolphin,7100700C.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/7100700C.wav,dataset\Spinner_Dolphin\7100700C.wav,7100700C,0  B  4:50.463,21B,80000,0.743,Crown-4CH/FD H38,N,Stenella longirostris  BD15L,ISEBD15L,10-May-1971  BD15L | MayBD15L  1971BD15L,BD15L  N19 30'  W156    Whistle.,10-Mar-1994,1  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | Whistle  BD15L,7100700C,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,1994-03-10,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
preprocessed\Spinner_Dolphin\7100700O_chunk0.npy,features\Spinner_Dolphin\7100700O_chunk0.npz,7100700O_chunk0,7100700O,Spinner Dolphin,7100700O.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/7100700O.wav,dataset\Spinner_Dolphin\7100700O.wav,7100700O,0  B  17:24.816,21B,80000,1.111,Crown-4CH/FD H38,N,Stenella longirostris  BD15L,ISEBD15L,10-May-1971  BD15L | MayBD15L  1971BD15L,BD15L  N19 30'  W156    Whistle.,10-Mar-1994,1  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | Whistle  BD15L,7100700O,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,1994-03-10,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
preprocessed\Spinner_Dolphin\71008001_chunk0.npy,features\Spinner_Dolphin\71008001_chunk0.npz,71008001_chunk0,71008001,Spinner Dolphin,71008001.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/71008001.wav,dataset\Spinner_Dolphin\71008001.wav,71008001,0  B24:59.904  6:23.626,21B,80000,1.376,Crown-4CH/FD H38,OTF,Stenella longirostris  BD15L,ISEBD15L,10-May-1971  BD15L | MayBD15L  1971BD15L,BD15L   N19 30'  W156   Whistles; clicks.,10-Mar-1994,2  BD15L,N19BD15L  W156BD15L,SM,WAW,"CD #1, 2 | Shiv",Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,FMBD15L | BSBD15L | Whistles  BD15L | Clicks  BD15L,71008001,dataset\Spinner_Dolphin,"Kealakekua Bay, Hawaii  BD15L",2.6 | 2.5 | 30,,,,,,,,,,1994-03-10,ISEBD15L,Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,ISEBD15L_Ithaco  602M108 hydrophones | Ithaco  450 amplifiers | WHOI/PEMTEK  tape recorders,test
